"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","GGEXP","TOT","PC_GDP","A","2019",43.1292969710192,
"LUX","GGEXP","TOT","PC_GDP","A","2020",46.7314892871268,
"LUX","GGEXP","TOT","PC_GDP","A","2021",42.8884265734014,
"NLD","GGEXP","TOT","PC_GDP","A","1995",53.9552780028342,
"NLD","GGEXP","TOT","PC_GDP","A","1996",47.2162495466086,
"NLD","GGEXP","TOT","PC_GDP","A","1997",45.7224844599318,
"NLD","GGEXP","TOT","PC_GDP","A","1998",44.5521754016663,
"NLD","GGEXP","TOT","PC_GDP","A","1999",43.6014008520499,
"NLD","GGEXP","TOT","PC_GDP","A","2000",42.3732375826038,
"NLD","GGEXP","TOT","PC_GDP","A","2001",43.0894764475047,
"NLD","GGEXP","TOT","PC_GDP","A","2002",43.6768787776596,
"NLD","GGEXP","TOT","PC_GDP","A","2003",44.6964762777637,
"NLD","GGEXP","TOT","PC_GDP","A","2004",43.6506916865362,
"NLD","GGEXP","TOT","PC_GDP","A","2005",42.5849045986171,
"NLD","GGEXP","TOT","PC_GDP","A","2006",43.3890574907706,
"NLD","GGEXP","TOT","PC_GDP","A","2007",42.6976436196844,
"NLD","GGEXP","TOT","PC_GDP","A","2008",43.460733809437,
"NLD","GGEXP","TOT","PC_GDP","A","2009",47.8935474888052,
"NLD","GGEXP","TOT","PC_GDP","A","2010",48.1671248007234,
"NLD","GGEXP","TOT","PC_GDP","A","2011",47.1479598191153,
"NLD","GGEXP","TOT","PC_GDP","A","2012",47.0228158893419,
"NLD","GGEXP","TOT","PC_GDP","A","2013",46.8410796668398,
"NLD","GGEXP","TOT","PC_GDP","A","2014",46.0850854726309,
"NLD","GGEXP","TOT","PC_GDP","A","2015",44.8494800060289,
"NLD","GGEXP","TOT","PC_GDP","A","2016",43.6468799455626,
"NLD","GGEXP","TOT","PC_GDP","A","2017",42.4590799110203,
"NLD","GGEXP","TOT","PC_GDP","A","2018",42.2796506918075,
"NLD","GGEXP","TOT","PC_GDP","A","2019",42.1242105392624,
"NLD","GGEXP","TOT","PC_GDP","A","2020",47.831343452224,
"NLD","GGEXP","TOT","PC_GDP","A","2021",46.6012966569978,
"NOR","GGEXP","TOT","PC_GDP","A","1995",50.6590955813186,
"NOR","GGEXP","TOT","PC_GDP","A","1996",48.2603122108106,
"NOR","GGEXP","TOT","PC_GDP","A","1997",46.6477123381289,
"NOR","GGEXP","TOT","PC_GDP","A","1998",48.9050686997175,
"NOR","GGEXP","TOT","PC_GDP","A","1999",47.5470672495376,
"NOR","GGEXP","TOT","PC_GDP","A","2000",42.4242162885138,
"NOR","GGEXP","TOT","PC_GDP","A","2001",44.1849612543837,
"NOR","GGEXP","TOT","PC_GDP","A","2002",47.1783301495299,
"NOR","GGEXP","TOT","PC_GDP","A","2003",48.3153168053598,
"NOR","GGEXP","TOT","PC_GDP","A","2004",45.4346558086841,
"NOR","GGEXP","TOT","PC_GDP","A","2005",42.4873629827733,
"NOR","GGEXP","TOT","PC_GDP","A","2006",41.1931145228774,
"NOR","GGEXP","TOT","PC_GDP","A","2007",41.7398634058003,
"NOR","GGEXP","TOT","PC_GDP","A","2008",40.575008917989,
"NOR","GGEXP","TOT","PC_GDP","A","2009",46.5000549726352,
"NOR","GGEXP","TOT","PC_GDP","A","2010",45.3903736051884,
"NOR","GGEXP","TOT","PC_GDP","A","2011",44.1831385803544,
"NOR","GGEXP","TOT","PC_GDP","A","2012",43.3108989616582,
"NOR","GGEXP","TOT","PC_GDP","A","2013",44.4078321867763,
"NOR","GGEXP","TOT","PC_GDP","A","2014",46.2508445262916,
"NOR","GGEXP","TOT","PC_GDP","A","2015",49.2803345881675,
"NOR","GGEXP","TOT","PC_GDP","A","2016",51.533819559298,
"NOR","GGEXP","TOT","PC_GDP","A","2017",50.4773649913728,
"NOR","GGEXP","TOT","PC_GDP","A","2018",48.822589268128,
"NOR","GGEXP","TOT","PC_GDP","A","2019",51.5524413747894,
"NOR","GGEXP","TOT","PC_GDP","A","2020",58.4808111895412,
"NOR","GGEXP","TOT","PC_GDP","A","2021",49.1061309810371,
"POL","GGEXP","TOT","PC_GDP","A","1995",47.854865820437,
"POL","GGEXP","TOT","PC_GDP","A","1996",51.123531767991,
"POL","GGEXP","TOT","PC_GDP","A","1997",47.0326188043216,
"POL","GGEXP","TOT","PC_GDP","A","1998",45.0991017998593,
"POL","GGEXP","TOT","PC_GDP","A","1999",43.3467747913362,
"POL","GGEXP","TOT","PC_GDP","A","2000",43.0417257305777,
"POL","GGEXP","TOT","PC_GDP","A","2001",44.8426712114931,
"POL","GGEXP","TOT","PC_GDP","A","2002",45.209021267794,
"POL","GGEXP","TOT","PC_GDP","A","2003",45.6157808752148,
"POL","GGEXP","TOT","PC_GDP","A","2004",43.4564260077527,
"POL","GGEXP","TOT","PC_GDP","A","2005",44.2358636285625,
"POL","GGEXP","TOT","PC_GDP","A","2006",44.4513951811758,
"POL","GGEXP","TOT","PC_GDP","A","2007",42.9003425661132,
"POL","GGEXP","TOT","PC_GDP","A","2008",44.1718893783385,
"POL","GGEXP","TOT","PC_GDP","A","2009",45.0136841529855,
"POL","GGEXP","TOT","PC_GDP","A","2010",46.2446178386579,
"POL","GGEXP","TOT","PC_GDP","A","2011",44.4152156128732,
"POL","GGEXP","TOT","PC_GDP","A","2012",43.4315782032927,
"POL","GGEXP","TOT","PC_GDP","A","2013",43.4149875531094,
"POL","GGEXP","TOT","PC_GDP","A","2014",42.9074659287102,
"POL","GGEXP","TOT","PC_GDP","A","2015",41.7366918899443,
"POL","GGEXP","TOT","PC_GDP","A","2016",41.3341751182411,
"POL","GGEXP","TOT","PC_GDP","A","2017",41.4190647137322,
"POL","GGEXP","TOT","PC_GDP","A","2018",41.4469890985495,
"POL","GGEXP","TOT","PC_GDP","A","2019",41.8758693497727,
"POL","GGEXP","TOT","PC_GDP","A","2020",48.2473931329973,
"POL","GGEXP","TOT","PC_GDP","A","2021",44.2112801015874,
"PRT","GGEXP","TOT","PC_GDP","A","1995",42.6281423386431,
"PRT","GGEXP","TOT","PC_GDP","A","1996",43.1491610989369,
"PRT","GGEXP","TOT","PC_GDP","A","1997",42.4590759238455,
"PRT","GGEXP","TOT","PC_GDP","A","1998",42.7106205244006,
"PRT","GGEXP","TOT","PC_GDP","A","1999",42.5654541904172,
"PRT","GGEXP","TOT","PC_GDP","A","2000",42.6613143093053,
"PRT","GGEXP","TOT","PC_GDP","A","2001",44.1303008862257,
"PRT","GGEXP","TOT","PC_GDP","A","2002",43.7341112696153,
"PRT","GGEXP","TOT","PC_GDP","A","2003",45.3674551727869,
"PRT","GGEXP","TOT","PC_GDP","A","2004",46.2325223436848,
"PRT","GGEXP","TOT","PC_GDP","A","2005",46.7635859430061,
"PRT","GGEXP","TOT","PC_GDP","A","2006",45.2457643434171,
"PRT","GGEXP","TOT","PC_GDP","A","2007",44.5129679245275,
"PRT","GGEXP","TOT","PC_GDP","A","2008",45.3407085845306,
"PRT","GGEXP","TOT","PC_GDP","A","2009",50.222984519974,
"PRT","GGEXP","TOT","PC_GDP","A","2010",51.8986446798942,
"PRT","GGEXP","TOT","PC_GDP","A","2011",50.0228082755985,
"PRT","GGEXP","TOT","PC_GDP","A","2012",48.8888510190069,
"PRT","GGEXP","TOT","PC_GDP","A","2013",49.9214718058565,
"PRT","GGEXP","TOT","PC_GDP","A","2014",51.7351808462727,
"PRT","GGEXP","TOT","PC_GDP","A","2015",48.2476578134159,
"PRT","GGEXP","TOT","PC_GDP","A","2016",44.8367122855843,
"PRT","GGEXP","TOT","PC_GDP","A","2017",45.3680202948539,
"PRT","GGEXP","TOT","PC_GDP","A","2018",43.2404165928549,
"PRT","GGEXP","TOT","PC_GDP","A","2019",42.451000029761,
"PRT","GGEXP","TOT","PC_GDP","A","2020",49.2438768564906,
"PRT","GGEXP","TOT","PC_GDP","A","2021",47.8093040419106,
"SVK","GGEXP","TOT","PC_GDP","A","1995",48.3676107786273,
"SVK","GGEXP","TOT","PC_GDP","A","1996",53.270220916455,
"SVK","GGEXP","TOT","PC_GDP","A","1997",48.7100340687855,
"SVK","GGEXP","TOT","PC_GDP","A","1998",45.8508021442671,
"SVK","GGEXP","TOT","PC_GDP","A","1999",47.9658821897045,
"SVK","GGEXP","TOT","PC_GDP","A","2000",52.7724792092446,
"SVK","GGEXP","TOT","PC_GDP","A","2001",45.3066223804273,
"SVK","GGEXP","TOT","PC_GDP","A","2002",45.447059296267,
"SVK","GGEXP","TOT","PC_GDP","A","2003",40.3793459602621,
"SVK","GGEXP","TOT","PC_GDP","A","2004",37.9220406276485,
"SVK","GGEXP","TOT","PC_GDP","A","2005",39.7260299478284,
"SVK","GGEXP","TOT","PC_GDP","A","2006",38.8207537336041,
"SVK","GGEXP","TOT","PC_GDP","A","2007",36.3806531356981,
"SVK","GGEXP","TOT","PC_GDP","A","2008",36.9943467709407,
"SVK","GGEXP","TOT","PC_GDP","A","2009",44.4075661513873,
"SVK","GGEXP","TOT","PC_GDP","A","2010",42.1401909900403,
"SVK","GGEXP","TOT","PC_GDP","A","2011",41.3544753655198,
"SVK","GGEXP","TOT","PC_GDP","A","2012",41.1088600663005,
"SVK","GGEXP","TOT","PC_GDP","A","2013",42.4742431123505,
"SVK","GGEXP","TOT","PC_GDP","A","2014",43.2568474921014,
"SVK","GGEXP","TOT","PC_GDP","A","2015",45.5635101334338,
"SVK","GGEXP","TOT","PC_GDP","A","2016",42.5457407061968,
"SVK","GGEXP","TOT","PC_GDP","A","2017",39.4948961600594,
"SVK","GGEXP","TOT","PC_GDP","A","2018",39.6695763956601,
"SVK","GGEXP","TOT","PC_GDP","A","2019",40.5294791687745,
"SVK","GGEXP","TOT","PC_GDP","A","2020",44.7651842625833,
"SVK","GGEXP","TOT","PC_GDP","A","2021",46.3408329067916,
"ESP","GGEXP","TOT","PC_GDP","A","1995",44.0999331289569,
"ESP","GGEXP","TOT","PC_GDP","A","1996",42.8490831004716,
"ESP","GGEXP","TOT","PC_GDP","A","1997",41.4708782362865,
"ESP","GGEXP","TOT","PC_GDP","A","1998",40.9463788213161,
"ESP","GGEXP","TOT","PC_GDP","A","1999",39.926442323026,
"ESP","GGEXP","TOT","PC_GDP","A","2000",39.1066773069734,
"ESP","GGEXP","TOT","PC_GDP","A","2001",38.4132223859582,
"ESP","GGEXP","TOT","PC_GDP","A","2002",38.6373460413687,
"ESP","GGEXP","TOT","PC_GDP","A","2003",38.3751773102687,
"ESP","GGEXP","TOT","PC_GDP","A","2004",38.8319329979975,
"ESP","GGEXP","TOT","PC_GDP","A","2005",38.4810811801712,
"ESP","GGEXP","TOT","PC_GDP","A","2006",38.4357600891791,
"ESP","GGEXP","TOT","PC_GDP","A","2007",39.2551083689201,
"ESP","GGEXP","TOT","PC_GDP","A","2008",41.4426325841046,
"ESP","GGEXP","TOT","PC_GDP","A","2009",46.2306524782503,
"ESP","GGEXP","TOT","PC_GDP","A","2010",46.0343858399622,
"ESP","GGEXP","TOT","PC_GDP","A","2011",46.1546415883989,
"ESP","GGEXP","TOT","PC_GDP","A","2012",49.4704704860034,
"ESP","GGEXP","TOT","PC_GDP","A","2013",46.387348789088,
"ESP","GGEXP","TOT","PC_GDP","A","2014",45.3330789612321,
"ESP","GGEXP","TOT","PC_GDP","A","2015",44.0482815937786,
"ESP","GGEXP","TOT","PC_GDP","A","2016",42.4622673677788,
"ESP","GGEXP","TOT","PC_GDP","A","2017",41.3134025868565,
"ESP","GGEXP","TOT","PC_GDP","A","2018",41.8125378470402,
"ESP","GGEXP","TOT","PC_GDP","A","2019",42.2839424397818,
"ESP","GGEXP","TOT","PC_GDP","A","2020",51.9478277514358,
"ESP","GGEXP","TOT","PC_GDP","A","2021",50.616733590644,
"SWE","GGEXP","TOT","PC_GDP","A","1995",63.0328833059835,
"SWE","GGEXP","TOT","PC_GDP","A","1996",60.9696519279465,
"SWE","GGEXP","TOT","PC_GDP","A","1997",58.7391300312758,
"SWE","GGEXP","TOT","PC_GDP","A","1998",56.4143796405322,
"SWE","GGEXP","TOT","PC_GDP","A","1999",56.0297355612336,
"SWE","GGEXP","TOT","PC_GDP","A","2000",53.0512829137376,
"SWE","GGEXP","TOT","PC_GDP","A","2001",52.5220960238939,
"SWE","GGEXP","TOT","PC_GDP","A","2002",53.617045678465,
"SWE","GGEXP","TOT","PC_GDP","A","2003",53.7857062803698,
"SWE","GGEXP","TOT","PC_GDP","A","2004",52.4605380408552,
"SWE","GGEXP","TOT","PC_GDP","A","2005",52.297391580251,
"SWE","GGEXP","TOT","PC_GDP","A","2006",51.0989637591185,
"SWE","GGEXP","TOT","PC_GDP","A","2007",49.3266226502721,
"SWE","GGEXP","TOT","PC_GDP","A","2008",50.0234302673336,
"SWE","GGEXP","TOT","PC_GDP","A","2009",52.3866361663455,
"SWE","GGEXP","TOT","PC_GDP","A","2010",50.4432108856634,
"SWE","GGEXP","TOT","PC_GDP","A","2011",49.7899758711662,
"SWE","GGEXP","TOT","PC_GDP","A","2012",50.9951948739623,
"SWE","GGEXP","TOT","PC_GDP","A","2013",51.6593240694792,
"SWE","GGEXP","TOT","PC_GDP","A","2014",50.7025268425363,
"SWE","GGEXP","TOT","PC_GDP","A","2015",49.33925130326,
"SWE","GGEXP","TOT","PC_GDP","A","2016",49.7119272775208,
"SWE","GGEXP","TOT","PC_GDP","A","2017",49.2346101506261,
"SWE","GGEXP","TOT","PC_GDP","A","2018",49.8511693335095,
"SWE","GGEXP","TOT","PC_GDP","A","2019",49.1359249083941,
"SWE","GGEXP","TOT","PC_GDP","A","2020",52.0699258395987,
"SWE","GGEXP","TOT","PC_GDP","A","2021",49.4104949798976,
"CHE","GGEXP","TOT","PC_GDP","A","1995",33.3473415888351,
"CHE","GGEXP","TOT","PC_GDP","A","1996",33.9654141705372,
"CHE","GGEXP","TOT","PC_GDP","A","1997",33.9591169119936,
"CHE","GGEXP","TOT","PC_GDP","A","1998",33.6864749491125,
"CHE","GGEXP","TOT","PC_GDP","A","1999",34.3390432264788,
"CHE","GGEXP","TOT","PC_GDP","A","2000",33.2988605912298,
"CHE","GGEXP","TOT","PC_GDP","A","2001",32.6025131775416,
"CHE","GGEXP","TOT","PC_GDP","A","2002",35.0542570876248,
"CHE","GGEXP","TOT","PC_GDP","A","2003",34.2069791001903,
"CHE","GGEXP","TOT","PC_GDP","A","2004",33.9289576765783,
"CHE","GGEXP","TOT","PC_GDP","A","2005",33.2502985797864,
"CHE","GGEXP","TOT","PC_GDP","A","2006",31.3904216819176,
"CHE","GGEXP","TOT","PC_GDP","A","2007",30.2637128715864,
"CHE","GGEXP","TOT","PC_GDP","A","2008",30.8041963083881,
"CHE","GGEXP","TOT","PC_GDP","A","2009",32.6897092776034,
"CHE","GGEXP","TOT","PC_GDP","A","2010",32.3633479788559,
"CHE","GGEXP","TOT","PC_GDP","A","2011",32.3642332429474,
"CHE","GGEXP","TOT","PC_GDP","A","2012",32.689124818623,
"CHE","GGEXP","TOT","PC_GDP","A","2013",33.6293730214713,
"CHE","GGEXP","TOT","PC_GDP","A","2014",33.2660603273322,
"CHE","GGEXP","TOT","PC_GDP","A","2015",33.6137537232657,
"CHE","GGEXP","TOT","PC_GDP","A","2016",33.6720885349219,
"CHE","GGEXP","TOT","PC_GDP","A","2017",33.7064897977345,
"CHE","GGEXP","TOT","PC_GDP","A","2018",32.976169343675,
"CHE","GGEXP","TOT","PC_GDP","A","2019",33.2390189049783,
"CHE","GGEXP","TOT","PC_GDP","A","2020",38.3991785139141,
"GBR","GGEXP","TOT","PC_GDP","A","1995",38.2869307225491,
"GBR","GGEXP","TOT","PC_GDP","A","1996",36.7235184766554,
"GBR","GGEXP","TOT","PC_GDP","A","1997",35.8648024219248,
"GBR","GGEXP","TOT","PC_GDP","A","1998",35.4804137989005,
"GBR","GGEXP","TOT","PC_GDP","A","1999",35.0424747402193,
"GBR","GGEXP","TOT","PC_GDP","A","2000",35.2200395407318,
"GBR","GGEXP","TOT","PC_GDP","A","2001",36.2649663020825,
"GBR","GGEXP","TOT","PC_GDP","A","2002",37.6498827123452,
"GBR","GGEXP","TOT","PC_GDP","A","2003",38.8455752475837,
"GBR","GGEXP","TOT","PC_GDP","A","2004",40.0599960707863,
"GBR","GGEXP","TOT","PC_GDP","A","2005",41.2191537413469,
"GBR","GGEXP","TOT","PC_GDP","A","2006",40.8478331274948,
"GBR","GGEXP","TOT","PC_GDP","A","2007",41.0828235622904,
"GBR","GGEXP","TOT","PC_GDP","A","2008",44.3115071638772,
"GBR","GGEXP","TOT","PC_GDP","A","2009",47.1917323610945,
"GBR","GGEXP","TOT","PC_GDP","A","2010",47.1412153827166,
"GBR","GGEXP","TOT","PC_GDP","A","2011",45.6382634173191,
"GBR","GGEXP","TOT","PC_GDP","A","2012",45.514962576777,
"GBR","GGEXP","TOT","PC_GDP","A","2013",43.7487375834317,
"GBR","GGEXP","TOT","PC_GDP","A","2014",43.0758733902826,
"GBR","GGEXP","TOT","PC_GDP","A","2015",42.2664156860132,
"GBR","GGEXP","TOT","PC_GDP","A","2016",41.4099599842157,
"GBR","GGEXP","TOT","PC_GDP","A","2017",41.0794107264816,
"GBR","GGEXP","TOT","PC_GDP","A","2018",40.8121312128895,
"GBR","GGEXP","TOT","PC_GDP","A","2019",40.7991518745075,
"GBR","GGEXP","TOT","PC_GDP","A","2020",52.3973333257489,
"GBR","GGEXP","TOT","PC_GDP","A","2021",48.4061639135142,
"USA","GGEXP","TOT","PC_GDP","A","1995",37.8085858579909,
"USA","GGEXP","TOT","PC_GDP","A","1996",37.1235260658764,
"USA","GGEXP","TOT","PC_GDP","A","1997",35.9684526540906,
"USA","GGEXP","TOT","PC_GDP","A","1998",35.1194405668789,
"USA","GGEXP","TOT","PC_GDP","A","1999",34.6483820453004,
"USA","GGEXP","TOT","PC_GDP","A","2000",34.2972542452642,
"USA","GGEXP","TOT","PC_GDP","A","2001",35.6101769346591,
"USA","GGEXP","TOT","PC_GDP","A","2002",36.7361028914711,
"USA","GGEXP","TOT","PC_GDP","A","2003",37.2674028167539,
"USA","GGEXP","TOT","PC_GDP","A","2004",36.8692925938161,
"USA","GGEXP","TOT","PC_GDP","A","2005",36.9546389244675,
"USA","GGEXP","TOT","PC_GDP","A","2006",36.6705608442293,
"USA","GGEXP","TOT","PC_GDP","A","2007",37.372190212839,
"USA","GGEXP","TOT","PC_GDP","A","2008",39.6795796737979,
"USA","GGEXP","TOT","PC_GDP","A","2009",43.193795760166,
"USA","GGEXP","TOT","PC_GDP","A","2010",43.0194780107875,
"USA","GGEXP","TOT","PC_GDP","A","2011",41.9003017423826,
"USA","GGEXP","TOT","PC_GDP","A","2012",40.0909668837829,
"USA","GGEXP","TOT","PC_GDP","A","2013",38.8730982528494,
"USA","GGEXP","TOT","PC_GDP","A","2014",38.2964633236294,
"USA","GGEXP","TOT","PC_GDP","A","2015",37.957337854621,
"USA","GGEXP","TOT","PC_GDP","A","2016",38.3046765287129,
"USA","GGEXP","TOT","PC_GDP","A","2017",38.0583761014147,
"USA","GGEXP","TOT","PC_GDP","A","2018",37.9613920147695,
"USA","GGEXP","TOT","PC_GDP","A","2019",38.453032639857,
"USA","GGEXP","TOT","PC_GDP","A","2020",47.3115551435357,
"USA","GGEXP","TOT","PC_GDP","A","2021",44.9326415378956,
"EST","GGEXP","TOT","PC_GDP","A","1995",39.7010425184152,
"EST","GGEXP","TOT","PC_GDP","A","1996",38.9351000144023,
"EST","GGEXP","TOT","PC_GDP","A","1997",36.74172574237,
"EST","GGEXP","TOT","PC_GDP","A","1998",39.0770889935166,
"EST","GGEXP","TOT","PC_GDP","A","1999",40.1043727212069,
"EST","GGEXP","TOT","PC_GDP","A","2000",36.3663178352987,
"EST","GGEXP","TOT","PC_GDP","A","2001",34.966022803898,
"EST","GGEXP","TOT","PC_GDP","A","2002",35.8743534741735,
"EST","GGEXP","TOT","PC_GDP","A","2003",35.0360328392506,
"EST","GGEXP","TOT","PC_GDP","A","2004",34.0599726755194,
"EST","GGEXP","TOT","PC_GDP","A","2005",33.7177906698667,
"EST","GGEXP","TOT","PC_GDP","A","2006",33.4366821849623,
"EST","GGEXP","TOT","PC_GDP","A","2007",33.7374990277468,
"EST","GGEXP","TOT","PC_GDP","A","2008",39.4504445183948,
"EST","GGEXP","TOT","PC_GDP","A","2009",45.8524347109993,
"EST","GGEXP","TOT","PC_GDP","A","2010",40.2744635940598,
"EST","GGEXP","TOT","PC_GDP","A","2011",37.42462256545,
"EST","GGEXP","TOT","PC_GDP","A","2012",39.2455475894167,
"EST","GGEXP","TOT","PC_GDP","A","2013",38.424106828694,
"EST","GGEXP","TOT","PC_GDP","A","2014",37.7644386091817,
"EST","GGEXP","TOT","PC_GDP","A","2015",39.5247784347652,
"EST","GGEXP","TOT","PC_GDP","A","2016",39.3973493489476,
"EST","GGEXP","TOT","PC_GDP","A","2017",39.2361806440906,
"EST","GGEXP","TOT","PC_GDP","A","2018",39.2712904504626,
"EST","GGEXP","TOT","PC_GDP","A","2019",39.38846906701,
"EST","GGEXP","TOT","PC_GDP","A","2020",44.869862924544,
"EST","GGEXP","TOT","PC_GDP","A","2021",41.4712553534017,
"ISR","GGEXP","TOT","PC_GDP","A","1995",53.0629095417721,
"ISR","GGEXP","TOT","PC_GDP","A","1996",53.5197836840824,
"ISR","GGEXP","TOT","PC_GDP","A","1997",52.5119076959888,
"ISR","GGEXP","TOT","PC_GDP","A","1998",51.0820969684272,
"ISR","GGEXP","TOT","PC_GDP","A","1999",46.5086899136507,
"ISR","GGEXP","TOT","PC_GDP","A","2000",44.3008939342589,
"ISR","GGEXP","TOT","PC_GDP","A","2001",47.0303662455873,
"ISR","GGEXP","TOT","PC_GDP","A","2002",50.9288295677986,
"ISR","GGEXP","TOT","PC_GDP","A","2003",46.2704567836741,
"ISR","GGEXP","TOT","PC_GDP","A","2004",43.76373225567,
"ISR","GGEXP","TOT","PC_GDP","A","2005",43.1421025946311,
"ISR","GGEXP","TOT","PC_GDP","A","2006",42.3548455535423,
"ISR","GGEXP","TOT","PC_GDP","A","2007",40.8923709201056,
"ISR","GGEXP","TOT","PC_GDP","A","2008",42.040096496509,
"ISR","GGEXP","TOT","PC_GDP","A","2009",42.2686302341039,
"ISR","GGEXP","TOT","PC_GDP","A","2010",40.5289615624962,
"ISR","GGEXP","TOT","PC_GDP","A","2011",40.1051073262878,
"ISR","GGEXP","TOT","PC_GDP","A","2012",40.3147765073928,
"ISR","GGEXP","TOT","PC_GDP","A","2013",40.4075172854366,
"ISR","GGEXP","TOT","PC_GDP","A","2014",38.9540550027575,
"ISR","GGEXP","TOT","PC_GDP","A","2015",38.1308646045541,
"ISR","GGEXP","TOT","PC_GDP","A","2016",38.4255243291991,
"ISR","GGEXP","TOT","PC_GDP","A","2017",38.9792522065521,
"ISR","GGEXP","TOT","PC_GDP","A","2018",39.7580037481465,
"ISR","GGEXP","TOT","PC_GDP","A","2019",39.1502478373854,
"ISR","GGEXP","TOT","PC_GDP","A","2020",45.397211258932,
"ISR","GGEXP","TOT","PC_GDP","A","2021",40.8474055407831,
"SVN","GGEXP","TOT","PC_GDP","A","1995",53.1028400619302,
"SVN","GGEXP","TOT","PC_GDP","A","1996",45.1467955118138,
"SVN","GGEXP","TOT","PC_GDP","A","1997",45.3702597256646,
"SVN","GGEXP","TOT","PC_GDP","A","1998",46.2168915143985,
"SVN","GGEXP","TOT","PC_GDP","A","1999",47.0183163648002,
"SVN","GGEXP","TOT","PC_GDP","A","2000",47.533559676072,
"SVN","GGEXP","TOT","PC_GDP","A","2001",48.7115346298873,
"SVN","GGEXP","TOT","PC_GDP","A","2002",47.2612513567679,
"SVN","GGEXP","TOT","PC_GDP","A","2003",47.1546744534735,
"SVN","GGEXP","TOT","PC_GDP","A","2004",46.6272689419109,
"SVN","GGEXP","TOT","PC_GDP","A","2005",46.3937026761151,
"SVN","GGEXP","TOT","PC_GDP","A","2006",45.5390999318586,
"SVN","GGEXP","TOT","PC_GDP","A","2007",43.4098365259883,
"SVN","GGEXP","TOT","PC_GDP","A","2008",45.0525660633084,
"SVN","GGEXP","TOT","PC_GDP","A","2009",49.3609598647029,
"SVN","GGEXP","TOT","PC_GDP","A","2010",50.1759582179419,
"SVN","GGEXP","TOT","PC_GDP","A","2011",50.8564423172344,
"SVN","GGEXP","TOT","PC_GDP","A","2012",49.3545244184824,
"SVN","GGEXP","TOT","PC_GDP","A","2013",60.2672944175773,
"SVN","GGEXP","TOT","PC_GDP","A","2014",50.8422478014186,
"SVN","GGEXP","TOT","PC_GDP","A","2015",48.7104599415624,
"SVN","GGEXP","TOT","PC_GDP","A","2016",46.1626979552528,
"SVN","GGEXP","TOT","PC_GDP","A","2017",44.0699600659137,
"SVN","GGEXP","TOT","PC_GDP","A","2018",43.4692606547852,
"SVN","GGEXP","TOT","PC_GDP","A","2019",43.1784955297933,
"SVN","GGEXP","TOT","PC_GDP","A","2020",51.159823944033,
"SVN","GGEXP","TOT","PC_GDP","A","2021",49.2932817787653,
"AUS","GGEXP","TOT","PC_GDP","A","1998",37.2878137331265,
"AUS","GGEXP","TOT","PC_GDP","A","1999",36.7134831460674,
"AUS","GGEXP","TOT","PC_GDP","A","2000",37.3619315995564,
"AUS","GGEXP","TOT","PC_GDP","A","2001",37.1197591642704,
"AUS","GGEXP","TOT","PC_GDP","A","2002",36.5215138022709,
"AUS","GGEXP","TOT","PC_GDP","A","2003",36.3174775943123,
"AUS","GGEXP","TOT","PC_GDP","A","2004",36.3540434586118,
"AUS","GGEXP","TOT","PC_GDP","A","2005",36.0041605599737,
"AUS","GGEXP","TOT","PC_GDP","A","2006",35.8648110235931,
"AUS","GGEXP","TOT","PC_GDP","A","2007",35.6124268860784,
"AUS","GGEXP","TOT","PC_GDP","A","2008",38.2129472012533,
"AUS","GGEXP","TOT","PC_GDP","A","2009",39.2797793280302,
"AUS","GGEXP","TOT","PC_GDP","A","2010",37.891840330287,
"AUS","GGEXP","TOT","PC_GDP","A","2011",38.4050271434818,
"AUS","GGEXP","TOT","PC_GDP","A","2012",38.2670852809441,
"AUS","GGEXP","TOT","PC_GDP","A","2013",38.5768270552241,
"AUS","GGEXP","TOT","PC_GDP","A","2014",39.190848300227,
"AUS","GGEXP","TOT","PC_GDP","A","2015",39.6101326183774,
"AUS","GGEXP","TOT","PC_GDP","A","2016",38.9351886597211,
"AUS","GGEXP","TOT","PC_GDP","A","2017",39.008973562317,
"AUS","GGEXP","TOT","PC_GDP","A","2018",39.0044657053045,
"AUS","GGEXP","TOT","PC_GDP","A","2019",44.1645773037342,
"AUS","GGEXP","TOT","PC_GDP","A","2020",46.2792350963916,
"LVA","GGEXP","TOT","PC_GDP","A","1995",35.6100023230395,
"LVA","GGEXP","TOT","PC_GDP","A","1996",35.4014828483588,
"LVA","GGEXP","TOT","PC_GDP","A","1997",35.1192664766982,
"LVA","GGEXP","TOT","PC_GDP","A","1998",37.9672649553466,
"LVA","GGEXP","TOT","PC_GDP","A","1999",40.8420261223678,
"LVA","GGEXP","TOT","PC_GDP","A","2000",37.1203859945927,
"LVA","GGEXP","TOT","PC_GDP","A","2001",34.6678013702912,
"LVA","GGEXP","TOT","PC_GDP","A","2002",35.0043092347287,
"LVA","GGEXP","TOT","PC_GDP","A","2003",33.7828032846093,
"LVA","GGEXP","TOT","PC_GDP","A","2004",35.0501675134182,
"LVA","GGEXP","TOT","PC_GDP","A","2005",34.793021369786,
"LVA","GGEXP","TOT","PC_GDP","A","2006",36.479288724713,
"LVA","GGEXP","TOT","PC_GDP","A","2007",34.5390091788894,
"LVA","GGEXP","TOT","PC_GDP","A","2008",38.2809231720486,
